Participant name,Mean Pupil diameter left,Std Pupil diameter left,Min Pupil diamater left,Max Pupil diamater left,Mean Pupil diameter right,Std Pupil diameter right,Min Pupil diamater right,Max Pupil diamater right,Num. of Fixations,Num. of Saccades,Num. of Unclassified,Recording duration (s),Mean Gaze event duration (s),Mean Fixation point X,Std Fixation point X,Mean Fixation point Y,Std Fixation point Y,Mean Gaze point X,Std Gaze point X,Mean Gaze point Y,Std Gaze point Y,Speed,Acceleration,Avg Saccade Speed,Avg Fix Duration,Avg Unclassif Duration,Empathy Score
4.0,2.7922559999999996,0.2653309467100496,1.84,4.82,2.871933534743203,0.2832385785847006,2.18,4.24,60.0,255.0,200.0,70.463,0.7038501792114695,0.5205446227929375,0.09356776286825987,0.4279597110754414,0.17419017502228296,0.519352814159292,0.10747829792819064,0.39516240707964595,0.17292925921458221,0.13666769595083889,4.4250237835656305,,0.1911111111111111,0.15233333333333338,96
4.0,2.8308145009416195,0.1550301064973202,2.01,3.58,2.7862463343108503,0.17020153302513286,2.2,3.51,167.0,634.0,498.0,69.592,0.11135490061686086,0.5397828581126952,0.21291908142312888,0.3573556687033266,0.2489405130258629,0.5183192869269949,0.21084712352933632,0.4169756196943972,0.25757548451992324,-0.01110585370136919,0.4606663691284836,,0.16786427145708582,0.04735609103078983,96
4.0,3.4644896299308665,0.22024122665674942,2.01,4.05,3.40822625698324,0.19351544222769498,2.16,3.92,217.0,618.0,415.0,80.204,0.12623990024937656,0.4776919251716789,0.11065160950731026,0.47426701397111054,0.07933958604353213,0.480863496426608,0.11079954321779295,0.46983577515118197,0.07804793079956197,-0.011343571819104142,0.0518424248093569,,0.17050691244239632,0.04662650602409639,96
4.0,3.0955025011368806,0.16512660890439096,2.02,3.68,3.0631051752921534,0.15690364615064234,2.49,3.58,172.0,743.0,594.0,66.829,0.10399506929637527,0.5102085956006769,0.0993861491476925,0.46649739424703895,0.2035291657978726,0.5005364551083592,0.12696470823235118,0.48135529411764705,0.20379118002969215,0.000448761084582646,-0.25844162515082714,,0.14927325581395348,0.04221380471380471,96
6.0,3.027241379310345,0.2842048863024722,1.75,4.4,3.0232821387940843,0.3176551844336661,1.67,4.27,187.0,517.0,345.0,106.276,0.16902769357949848,0.44123444749314045,0.1463779413360522,0.31401354452481917,0.18850053511900935,0.4322666720964326,0.15046964660320664,0.342945496009122,0.1847880954201867,0.013806959834130762,-0.5437420920939376,,0.19518716577540107,0.04183574879227053,92
6.0,2.9574660633484164,0.37200672645113125,2.11,3.8,2.8354128440366972,0.3796894974695092,1.79,3.72,25.0,44.0,23.0,14.124,0.18783276836158191,0.5044984732824428,0.06249063499670857,0.3772253816793893,0.20322168622527542,0.5034017142857142,0.06949353772348889,0.40956928571428575,0.23524777164180774,-0.0849381536544068,1.5410302590914486,,0.19133333333333333,0.04673913043478261,92
6.0,3.167373737373738,0.23362335021060324,2.54,3.83,3.11,0.2360052481563924,2.65,3.72,16.0,25.0,8.0,15.29,0.343878548895899,0.49539901768172884,0.0836305341319227,0.39538546168958744,0.12421161737367296,0.5022061564059901,0.10145128442772651,0.39571813643926784,0.13722492868955957,-0.09379983818904719,0.27505448502787144,-0.4179391840017827,0.24427083333333333,0.042708333333333334,92
6.0,3.176890243902439,0.31712777344393966,1.84,4.05,3.019230769230769,0.29913366975476424,2.12,3.68,14.0,17.0,4.0,9.943,0.5258219424460432,0.4518492407809111,0.10162554360766202,0.40037809110629063,0.18006052369375652,0.44846218809980803,0.10191125272949658,0.40273953934740886,0.17943528673575115,0.025321172771488452,1.703314350414388,0.2467168850035783,0.2898809523809524,0.035416666666666666,92
6.0,3.1860149684873953,0.3192768327047634,1.94,4.12,3.221871993001895,0.3611482375981457,1.88,5.0,685.0,2095.0,1456.0,228.445,0.1459363276287273,0.4490397780462026,0.1704008406178566,0.37822042125924815,0.20828129259381267,0.4408090286209887,0.17653092166484613,0.3970868560277537,0.20977015312155822,-0.009994514168712216,-0.10245853986006198,,0.17871046228710463,0.04495764652014652,92
6.0,2.7922559999999996,0.2653309467100496,1.84,4.82,2.871933534743203,0.2832385785847006,2.18,4.24,60.0,255.0,200.0,70.463,0.7038501792114695,0.5205446227929375,0.09356776286825987,0.4279597110754414,0.17419017502228296,0.519352814159292,0.10747829792819064,0.39516240707964595,0.17292925921458221,0.13666769595083889,4.4250237835656305,,0.1911111111111111,0.15233333333333338,92
6.0,2.8308145009416195,0.1550301064973202,2.01,3.58,2.7862463343108503,0.17020153302513286,2.2,3.51,167.0,634.0,498.0,69.592,0.11135490061686086,0.5397828581126952,0.21291908142312888,0.3573556687033266,0.2489405130258629,0.5183192869269949,0.21084712352933632,0.4169756196943972,0.25757548451992324,-0.01110585370136919,0.4606663691284836,,0.16786427145708582,0.04735609103078983,92
6.0,3.4644896299308665,0.22024122665674942,2.01,4.05,3.40822625698324,0.19351544222769498,2.16,3.92,217.0,618.0,415.0,80.204,0.12623990024937656,0.4776919251716789,0.11065160950731026,0.47426701397111054,0.07933958604353213,0.480863496426608,0.11079954321779295,0.46983577515118197,0.07804793079956197,-0.011343571819104142,0.0518424248093569,,0.17050691244239632,0.04662650602409639,92
6.0,3.0955025011368806,0.16512660890439096,2.02,3.68,3.0631051752921534,0.15690364615064234,2.49,3.58,172.0,743.0,594.0,66.829,0.10399506929637527,0.5102085956006769,0.0993861491476925,0.46649739424703895,0.2035291657978726,0.5005364551083592,0.12696470823235118,0.48135529411764705,0.20379118002969215,0.000448761084582646,-0.25844162515082714,,0.14927325581395348,0.04221380471380471,92
6.0,3.0996981292517005,0.16162599684103077,2.59,3.73,3.3467330508474573,0.1753010029553412,2.61,3.85,214.0,780.0,577.0,73.324,0.12313769478774853,0.5346781434599156,0.15774556116919458,0.35897631504922645,0.16896393856077446,0.5459593848937132,0.16961586424933778,0.36340729684908785,0.16658805426291812,-0.0034838516117030685,1.4157980925885068,,0.15467289719626165,0.032567879838243795,92
6.0,3.2647439024390246,0.1392502124185664,2.56,4.07,3.6405832320777645,0.17273887712411562,2.96,4.15,208.0,379.0,191.0,70.868,0.23487848266841072,0.5650334239698809,0.2046868434117558,0.3006729345325246,0.20986684785353052,0.5651776538146022,0.20338875097469636,0.29690100082034454,0.2087496255580889,-0.013356394131486045,1.5290571510012614,,0.24098557692307693,0.03682373472949389,92
6.0,3.643616848926691,0.18998613949602192,2.76,4.95,4.106617945594803,0.22364741700984683,2.9,4.71,206.0,356.0,182.0,70.839,0.25617399716238876,0.5019699980170533,0.24469732690624565,0.38181158040848706,0.19947575087008734,0.5028750040551501,0.2447221122926794,0.37336781832927823,0.20199951362980267,0.026577605430324707,1.7974426678027087,,0.2489886731391586,0.040567765567765576,92
6.0,3.536182194616978,0.17354317255370127,2.71,4.02,3.9442833471416736,0.201332599598855,2.84,4.5,199.0,297.0,110.0,79.029,0.27139308474576274,0.5630321901528014,0.1485002964302149,0.42754473684210526,0.23894392757155725,0.564317672413793,0.15172106754649098,0.42735902298850575,0.24014958700270675,-0.014810771374782254,0.2915374409187304,,0.2618090452261307,0.03409090909090909,92
8.0,3.027241379310345,0.2842048863024722,1.75,4.4,3.0232821387940843,0.3176551844336661,1.67,4.27,187.0,517.0,345.0,106.276,0.16902769357949848,0.44123444749314045,0.1463779413360522,0.31401354452481917,0.18850053511900935,0.4322666720964326,0.15046964660320664,0.342945496009122,0.1847880954201867,0.013806959834130762,-0.5437420920939376,,0.19518716577540107,0.04183574879227053,86
8.0,2.9574660633484164,0.37200672645113125,2.11,3.8,2.8354128440366972,0.3796894974695092,1.79,3.72,25.0,44.0,23.0,14.124,0.18783276836158191,0.5044984732824428,0.06249063499670857,0.3772253816793893,0.20322168622527542,0.5034017142857142,0.06949353772348889,0.40956928571428575,0.23524777164180774,-0.0849381536544068,1.5410302590914486,,0.19133333333333333,0.04673913043478261,86
8.0,3.167373737373738,0.23362335021060324,2.54,3.83,3.11,0.2360052481563924,2.65,3.72,16.0,25.0,8.0,15.29,0.343878548895899,0.49539901768172884,0.0836305341319227,0.39538546168958744,0.12421161737367296,0.5022061564059901,0.10145128442772651,0.39571813643926784,0.13722492868955957,-0.09379983818904719,0.27505448502787144,-0.4179391840017827,0.24427083333333333,0.042708333333333334,86
8.0,3.176890243902439,0.31712777344393966,1.84,4.05,3.019230769230769,0.29913366975476424,2.12,3.68,14.0,17.0,4.0,9.943,0.5258219424460432,0.4518492407809111,0.10162554360766202,0.40037809110629063,0.18006052369375652,0.44846218809980803,0.10191125272949658,0.40273953934740886,0.17943528673575115,0.025321172771488452,1.703314350414388,0.2467168850035783,0.2898809523809524,0.035416666666666666,86
8.0,3.1860149684873953,0.3192768327047634,1.94,4.12,3.221871993001895,0.3611482375981457,1.88,5.0,685.0,2095.0,1456.0,228.445,0.1459363276287273,0.4490397780462026,0.1704008406178566,0.37822042125924815,0.20828129259381267,0.4408090286209887,0.17653092166484613,0.3970868560277537,0.20977015312155822,-0.009994514168712216,-0.10245853986006198,,0.17871046228710463,0.04495764652014652,86
8.0,2.7922559999999996,0.2653309467100496,1.84,4.82,2.871933534743203,0.2832385785847006,2.18,4.24,60.0,255.0,200.0,70.463,0.7038501792114695,0.5205446227929375,0.09356776286825987,0.4279597110754414,0.17419017502228296,0.519352814159292,0.10747829792819064,0.39516240707964595,0.17292925921458221,0.13666769595083889,4.4250237835656305,,0.1911111111111111,0.15233333333333338,86
8.0,2.8308145009416195,0.1550301064973202,2.01,3.58,2.7862463343108503,0.17020153302513286,2.2,3.51,167.0,634.0,498.0,69.592,0.11135490061686086,0.5397828581126952,0.21291908142312888,0.3573556687033266,0.2489405130258629,0.5183192869269949,0.21084712352933632,0.4169756196943972,0.25757548451992324,-0.01110585370136919,0.4606663691284836,,0.16786427145708582,0.04735609103078983,86
8.0,3.4644896299308665,0.22024122665674942,2.01,4.05,3.40822625698324,0.19351544222769498,2.16,3.92,217.0,618.0,415.0,80.204,0.12623990024937656,0.4776919251716789,0.11065160950731026,0.47426701397111054,0.07933958604353213,0.480863496426608,0.11079954321779295,0.46983577515118197,0.07804793079956197,-0.011343571819104142,0.0518424248093569,,0.17050691244239632,0.04662650602409639,86
8.0,3.0955025011368806,0.16512660890439096,2.02,3.68,3.0631051752921534,0.15690364615064234,2.49,3.58,172.0,743.0,594.0,66.829,0.10399506929637527,0.5102085956006769,0.0993861491476925,0.46649739424703895,0.2035291657978726,0.5005364551083592,0.12696470823235118,0.48135529411764705,0.20379118002969215,0.000448761084582646,-0.25844162515082714,,0.14927325581395348,0.04221380471380471,86
8.0,3.0996981292517005,0.16162599684103077,2.59,3.73,3.3467330508474573,0.1753010029553412,2.61,3.85,214.0,780.0,577.0,73.324,0.12313769478774853,0.5346781434599156,0.15774556116919458,0.35897631504922645,0.16896393856077446,0.5459593848937132,0.16961586424933778,0.36340729684908785,0.16658805426291812,-0.0034838516117030685,1.4157980925885068,,0.15467289719626165,0.032567879838243795,86
8.0,3.2647439024390246,0.1392502124185664,2.56,4.07,3.6405832320777645,0.17273887712411562,2.96,4.15,208.0,379.0,191.0,70.868,0.23487848266841072,0.5650334239698809,0.2046868434117558,0.3006729345325246,0.20986684785353052,0.5651776538146022,0.20338875097469636,0.29690100082034454,0.2087496255580889,-0.013356394131486045,1.5290571510012614,,0.24098557692307693,0.03682373472949389,86
8.0,3.643616848926691,0.18998613949602192,2.76,4.95,4.106617945594803,0.22364741700984683,2.9,4.71,206.0,356.0,182.0,70.839,0.25617399716238876,0.5019699980170533,0.24469732690624565,0.38181158040848706,0.19947575087008734,0.5028750040551501,0.2447221122926794,0.37336781832927823,0.20199951362980267,0.026577605430324707,1.7974426678027087,,0.2489886731391586,0.040567765567765576,86
8.0,3.536182194616978,0.17354317255370127,2.71,4.02,3.9442833471416736,0.201332599598855,2.84,4.5,199.0,297.0,110.0,79.029,0.27139308474576274,0.5630321901528014,0.1485002964302149,0.42754473684210526,0.23894392757155725,0.564317672413793,0.15172106754649098,0.42735902298850575,0.24014958700270675,-0.014810771374782254,0.2915374409187304,,0.2618090452261307,0.03409090909090909,86
8.0,4.334564275397208,0.33475592197497966,3.19,5.55,4.263739612188365,0.30286204774695924,3.04,5.36,126.0,237.0,143.0,65.557,0.2865772481640571,0.4720475814176246,0.16146751808133628,0.3933301245210728,0.2151429297421711,0.4550296164772727,0.18646848437963792,0.37221770241477276,0.21637700624279138,-0.009919619665269453,1.0940423673457933,,0.3056878306878307,0.10687645687645689,86
8.0,4.230021824530772,0.26295142004777494,2.83,5.18,4.11457904300424,0.20816832122236592,2.99,5.05,127.0,194.0,111.0,63.827,0.39469169086133,0.5247288703739585,0.21841251041343537,0.35953689207517925,0.1873324569462877,0.5413289498730964,0.22303543840637916,0.3427368337563452,0.19427820534088405,0.011464983404637138,-0.13808840980223158,,0.36627296587926506,0.07034534534534535,86
8.0,4.130672007120605,0.3423321652135915,2.71,5.31,4.043267716535433,0.3051561677841091,3.14,4.95,138.0,244.0,142.0,65.681,0.34400539344489006,0.5015015306122449,0.19641143425918164,0.3528134972170686,0.21077331762027915,0.48189854578096947,0.21367683752740269,0.3400666606822262,0.20924543988733654,0.007612679463001876,-0.27237209262925194,,0.310024154589372,0.07805164319248825,86
8.0,4.09159980188212,0.24588197334617873,3.16,5.16,3.9864106145251403,0.19983982152915453,3.17,4.78,125.0,229.0,162.0,74.005,0.24331270764119603,0.4173100632111252,0.1836038420740463,0.4320341340075853,0.2531983798684543,0.39439681385281383,0.20569202935196326,0.39941619047619054,0.2504686343543283,-0.010698255292838065,-0.6661552323502332,,0.2742666666666667,0.125,86
10.0,3.347387341772152,0.2564356241300549,2.52,4.22,3.142098890010091,0.2501741630775621,2.1,6.04,170.0,338.0,189.0,64.561,0.2963817174515236,0.49996005972377755,0.15810708408497448,0.395863867114595,0.1644262557027755,0.5045622407834102,0.15567634819282347,0.4054509792626728,0.16512432771300084,-0.00987181304716522,-1.3749935509343079,,0.27191176470588235,0.037610229276895946,82
10.0,3.319530997304582,0.24264375844035624,2.34,4.95,3.14990234375,0.24711563292817743,2.32,6.07,152.0,286.0,138.0,66.107,0.5404488620784206,0.5065896829971182,0.1716857084829878,0.42871425552353515,0.19638128505623426,0.509777524980784,0.1760272254544507,0.43749907763259027,0.20144469685476474,0.011303669875705614,0.5520953762728392,,0.2925986842105263,0.06358695652173914,82
10.0,3.3875180598555215,0.20656314636746054,2.48,5.39,3.170873392010833,0.18092762579350644,2.42,5.28,167.0,399.0,244.0,67.525,0.9270220689655173,0.5216156596173214,0.2390991938908565,0.4695075780463243,0.2062535437189511,0.5305730920114122,0.23848664156291113,0.4507974857346647,0.21091047547896857,-0.005045029350163159,1.597337791285825,,0.22994011976047907,0.06120218579234973,82
10.0,3.450809364548495,0.17622305573929253,2.49,4.72,3.2978897208985707,0.1985726624479117,2.33,3.94,121.0,252.0,136.0,52.697,3.2443774606299214,0.5339117024793388,0.2819124385886429,0.4678711074380166,0.24834542967156367,0.528217185109638,0.28294471795827036,0.46378783783783784,0.24546633478408952,-0.009272962123739958,1.0115403423761042,,0.23484848484848486,0.029227941176470585,82
12.0,2.858596881959911,0.6155543669335551,1.45,6.81,2.984072524407252,0.6945380565896302,1.4,6.15,87.0,143.0,128.0,66.926,0.17535926900179982,0.5048295252798147,0.17235780274339602,0.4216203782323427,0.16407549214080333,0.5183890113997384,0.1644199046855284,0.3898228555410204,0.17033048724465982,-0.016562705009517,-4.217474210276257,,0.2581417624521073,0.27565104166666665,94
12.0,2.906797235023042,0.5625368310378376,1.51,5.73,2.981023622047244,0.48162224985426444,1.66,5.68,83.0,143.0,127.0,64.545,0.21372373702422146,0.4809624695369618,0.15305958220864813,0.49816848090982935,0.15569234663182127,0.5069310610225398,0.1913677846553011,0.4613294117647059,0.1660303788987648,0.35974994016509676,-0.7483591070357185,,0.25552208835341367,0.27250656167979004,94
12.0,3.048401048492792,0.5640475786403375,1.61,6.37,3.158829966329966,0.6498821574554399,1.85,6.2,128.0,197.0,124.0,65.262,0.29332292386347936,0.515304485219164,0.1611512033916925,0.6445321355759429,0.17242872950743263,0.5232498120607942,0.18470596413454604,0.5865667102467723,0.20647284184898518,0.16636231507126548,-0.2684561093701845,0.17574533624343633,0.2638020833333333,0.1895833333333333,94
12.0,4.521115537848606,1.1691974814365662,1.91,6.02,3.8165012406947896,1.2980085845040548,1.73,6.13,78.0,105.0,111.0,65.857,0.09560270942770252,0.45230789338800614,0.14350951852366178,0.5899549461814454,0.11422605183508015,0.4932183391676391,0.1486873241598204,0.5447169778296382,0.15413692858593914,0.7567179280209664,-1.3708515333610691,-0.0354135219887898,0.20886752136752137,0.33633633633633636,94
14.0,2.9628260869565217,0.3070690852900834,1.85,3.88,3.014570230607966,0.26915069073291553,1.9,3.82,57.0,173.0,156.0,69.14,0.05553408364240951,0.5060700282752121,0.1237904386639853,0.5386165881244109,0.22146940929364603,0.5240213471502592,0.17747126283924647,0.4995763937823834,0.2601308027194716,-0.6529956972970583,-2.5751987416662616,,0.1669590643274854,0.3091880341880342,105
14.0,2.9287719298245616,0.3081573703682596,2.27,3.77,2.9375730337078654,0.2945013302269033,1.82,3.82,48.0,149.0,144.0,86.171,0.05184171613037592,0.5286579526226735,0.06752979572722935,0.46255253807106594,0.1359676827773881,0.5342955465587045,0.0865565717183761,0.4475703403808667,0.17169302863477803,-0.7925257145458742,12.768905733031021,,0.21354166666666666,0.4642939814814815,105
14.0,3.2527340823970037,0.24542355684627318,2.34,3.67,3.327550111358575,0.33652067583960804,2.0,3.94,80.0,273.0,236.0,67.537,0.06517369195771444,0.47649414443721533,0.1036005866500366,0.5763040988939493,0.15928338760782218,0.4995276411832501,0.1194301001940463,0.5093087591240876,0.198654749073872,-0.24915055212307194,3.0123659572048664,-0.03467833949279744,0.16843749999999996,0.17475282485875707,105
14.0,3.1191666666666666,0.31353613275355685,2.35,3.7,3.1788706365503083,0.2949697579884813,1.96,3.76,40.0,134.0,108.0,70.116,0.07198004434589801,0.5013805410122164,0.03995388144913027,0.5033594240837695,0.09328880612265489,0.5383405776610786,0.06730722541841136,0.47448719450616034,0.1528443305439246,-0.5554457986682355,3.2651624134431603,0.036734003915808056,0.24708333333333332,0.4634259259259259,105
16.0,3.090242688238954,0.2602001401254185,1.92,4.18,3.3686268829663963,0.3038287520266099,1.91,4.01,93.0,159.0,92.0,65.08,0.4053148498782797,0.5079260706470772,0.1263146336770176,0.3708809315411066,0.2262043353775447,0.48986513096351736,0.17518326478259635,0.34368362956033677,0.25030661286321865,-0.06487457378443683,0.7050983858780063,,0.3553763440860215,0.2580615942028986,87
16.0,3.0482804232804233,0.2702455303204714,1.87,3.84,3.4418403811792735,0.314901665812046,1.99,4.4,79.0,161.0,105.0,63.576,1.0970478199718707,0.40065934985516577,0.22621868245353832,0.47199713550048283,0.1656502363412234,0.42773514750762975,0.24107784637725047,0.4436653611393693,0.1977673522665853,0.009497714947876117,1.1109128520969003,,0.3609704641350211,0.25246031746031744,87
16.0,3.103302836230558,0.1978223403783158,1.66,4.05,3.459804534792807,0.2490354650625467,2.22,4.67,74.0,368.0,308.0,79.387,0.22146541889483065,0.4051053058676654,0.17289381144011695,0.3351229088639201,0.1977279637873418,0.4258006778741865,0.1779850691058141,0.3209271420824295,0.2240212094948149,-0.16585107391581647,-13.366427657296171,,0.1902027027027027,0.08225108225108226,87
16.0,3.182939778129952,0.2213210882997816,1.97,3.96,3.5405259515570933,0.27395861784478376,1.93,4.47,93.0,178.0,118.0,76.841,0.5513613788411384,0.5104322056833559,0.19915995655366098,0.4091953540820929,0.25532338504066004,0.5286917123881029,0.22471208315412616,0.3566687842910771,0.2679747174130641,-0.1578058226628606,-3.954408466390827,,0.22992831541218636,0.3882062146892656,87
18.0,3.463605664488017,0.2256428240041885,2.36,3.97,3.0542348284960417,0.22388460122089954,2.08,3.62,58.0,135.0,111.0,63.81,0.770351284175642,0.44201202723146743,0.08472086886632824,0.35816879727685325,0.14615513839122835,0.43531373696260495,0.09358288973659319,0.335588450775884,0.14485778922147627,-0.175807858831407,0.48281337026538396,-0.037204049541360217,0.3794540229885057,0.3194444444444444,100
18.0,3.5598734177215188,0.24462520144311026,2.19,4.08,3.117582897033159,0.20015453554752713,2.16,3.83,70.0,110.0,67.0,68.346,0.9609577976886119,0.4523784126163392,0.06990577341926144,0.2597065149948294,0.07273237742996916,0.4414985629921261,0.0780096246851273,0.2581989960629921,0.08278907524244912,-0.1846195775580848,3.571228251486143,0.1631909947512133,0.46880952380952384,0.43109452736318404,100
18.0,3.3966862170087975,0.21605701255267404,2.17,4.26,2.9592486772486772,0.1878050246639645,1.82,3.59,80.0,159.0,134.0,69.463,0.687014811031665,0.457998093220339,0.09558167519767377,0.3645227401129943,0.14713724100926312,0.46018225208526414,0.10649551254616518,0.35692926320667284,0.1479886869200763,-0.17261832306870153,-6.048657206913694,0.06970001544268928,0.30281250000000004,0.27282338308457715,100
18.0,3.3741969696969694,0.21188679942905944,2.39,3.91,3.017506775067751,0.17615912869993763,2.07,3.53,51.0,119.0,103.0,68.765,1.1690390002746498,0.4158041523972603,0.037183412005361904,0.2978157534246575,0.06657304751446777,0.4181637808685779,0.051207706384847056,0.2828507805847289,0.082129831992116,-0.11271713107429861,3.701452816630041,-0.48328988094163655,0.39003267973856215,0.34660194174757275,100
20.0,3.3075674396592523,0.30983843590420546,1.87,4.3,3.3359748427672953,0.3081686695336407,1.84,4.1,189.0,408.0,243.0,65.034,0.22726537305274663,0.4322315948928803,0.2280942108877544,0.41693784895044367,0.2682913861798676,0.4237938994101211,0.22244006282825926,0.412173843526855,0.2603226859319835,0.01121995388973255,1.7784739916239516,,0.22186948853615523,0.04513031550068588,105
20.0,3.2067296222664017,0.32895104818301246,1.74,4.05,3.1915703517587937,0.3472264842676489,1.91,4.13,137.0,302.0,182.0,65.215,0.3202430136986301,0.4904347427766032,0.22688727446215082,0.40784486727742536,0.308885274736207,0.46375270689655174,0.23688606079837068,0.37548717241379315,0.3121070907285738,0.041215496479061246,-1.8509799554861799,,0.28783454987834545,0.084478021978022,105
20.0,3.3297785108388314,0.32881439178254657,1.68,4.09,3.337559952038369,0.3100318007227416,2.12,3.96,163.0,392.0,240.0,70.5,0.27947669706180345,0.5037693972835314,0.23222787005721007,0.4380571943972836,0.22191384161522487,0.4968039878630256,0.23809322635860844,0.4205035977459905,0.23097087332336821,0.010360725992618915,1.18022735697373,,0.2527096114519427,0.07229166666666667,105
20.0,3.1545066666666672,0.32104137738109395,1.85,4.36,3.1430320699708454,0.32678915411362136,1.84,4.16,153.0,340.0,203.0,64.88,0.5322050311063024,0.41069591692235075,0.2616531430736189,0.359393769176304,0.24151713931418695,0.41574625238012813,0.2609164386822202,0.344559909987883,0.23633374475919314,0.03429809497927218,1.3921301812902498,,0.25364923747276685,0.07955665024630541,105
22.0,3.339851318944844,0.21147010096726687,1.69,3.8,3.272142857142857,0.1619518915225128,2.22,3.75,143.0,245.0,133.0,65.455,0.20763017669795691,0.431414001961746,0.16953119600550048,0.5128562775870525,0.22428438607318738,0.4037890502420297,0.19487529936891163,0.47457898514438324,0.24443960378220284,-0.02227743125921844,-1.1375119287175237,,0.24650349650349657,0.14467418546365915,89
